article_url|sentence|sentence_index|span_text|span_score|span_start_char|span_end_char|sentence_masked|accessibility|content_gen|automation
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|OpenAI has built a striking new generative video model called Sora that can take a short text description and turn it into a detailed , high-definition film clip up to a minute long .|0|generative video model|0.74646896|32|54|OpenAI has built a striking new {TECHNOLOGY_X} called Sora that can take a short text description and turn it into a detailed , high-definition film clip up to a minute long |0.13478831645776138|0.1729728230672779|0.010537660421355396
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Based on four sample videos that OpenAI shared with MIT Technology Review ahead of today ’ s announcement , the San Francisco–based firm has pushed the envelope of what ’ s possible with text-to-video generation ( a hot new research direction that we flagged as a trend to watch in 2024 ) .|1|text-|0.9955758|187|192|Based on four sample videos that OpenAI shared with MIT Technology Review ahead of today ’ s announcement , the San Francisco–based firm has pushed the envelope of what ’ s possible with {TECHNOLOGY_X}to-video generation ( a hot new research direction that we flagged as a trend to watch in 2024 ) |0.19594492138308275|0.16918249698298152|0.005911601887339264
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Based on four sample videos that OpenAI shared with MIT Technology Review ahead of today ’ s announcement , the San Francisco–based firm has pushed the envelope of what ’ s possible with text-to-video generation ( a hot new research direction that we flagged as a trend to watch in 2024 ) .|1|video generation|0.9996685|195|211|Based on four sample videos that OpenAI shared with MIT Technology Review ahead of today ’ s announcement , the San Francisco–based firm has pushed the envelope of what ’ s possible with text-to-{TECHNOLOGY_X} ( a hot new research direction that we flagged as a trend to watch in 2024 ) |0.368173172489928|0.04330485456024422|0.01000018552277828
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|“ We think building models that can understand video , and understand all these very complex interactions of our world , is an important step for all future AI systems , ” says Tim Brooks , a scientist at OpenAI .|2|models|0.9967519|20|26|“ We think building {TECHNOLOGY_X} that can understand video , and understand all these very complex interactions of our world , is an important step for all future AI systems , ” says Tim Brooks , a scientist at OpenAI |0.11596930815749977|0.1581113122682683|0.003924856989182354
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|“ We think building models that can understand video , and understand all these very complex interactions of our world , is an important step for all future AI systems , ” says Tim Brooks , a scientist at OpenAI .|2|AI systems|0.9951989|157|167|“ We think building models that can understand video , and understand all these very complex interactions of our world , is an important step for all future {TECHNOLOGY_X} , ” says Tim Brooks , a scientist at OpenAI |0.18939720875422383|0.21860850137017893|0.0019334857460249545
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|In an unusual move , the firm would only share information about Sora if we agreed to wait until after news of the model was made public to seek the opinions of outside experts .|5|model|0.9999968|115|120|In an unusual move , the firm would only share information about Sora if we agreed to wait until after news of the {TECHNOLOGY_X} was made public to seek the opinions of outside experts |0.09055387272339081|0.013773358238511604|0.003407688991778657
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|OpenAI has not yet released a technical report or demonstrated the model actually working .|7|model|0.9978403|67|72|OpenAI has not yet released a technical report or demonstrated the {TECHNOLOGY_X} actually working |0.10129728950265247|0.007646034021098559|0.01769379272788162
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|The first generative models that could produce video from snippets of text appeared in late 2022 .|10|generative models|0.99999225|10|27|The first {TECHNOLOGY_X} that could produce video from snippets of text appeared in late 2022 |0.10715126609835836|0.12248221737350416|0.004521511584696944
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Runway ’ s gen-2 model , released last year , can produce short clips that come close to matching big-studio animation in their quality .|13|-studio|0.87346584|101|108|Runway ’ s gen-2 model , released last year , can produce short clips that come close to matching big{TECHNOLOGY_X} animation in their quality |0.08464886575216639|0.20903624994439396|0.005689039278820947
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|The sample videos from OpenAI ’ s Sora are high-definition and full of detail .|15|-definition|0.9989497|47|58|The sample videos from OpenAI ’ s Sora are high{TECHNOLOGY_X} and full of detail |0.15281160312342726|0.19140883861629232|0.0048071430972433556
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|In a video of a papercraft underwater scene , Sora has added what look like cuts between different pieces of footage , and the model has maintained a consistent style between them .|22|model|0.99999654|127|132|In a video of a papercraft underwater scene , Sora has added what look like cuts between different pieces of footage , and the {TECHNOLOGY_X} has maintained a consistent style between them |0.0899336190221777|0.1868087000226345|0.00407089462413388
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|The model kind of forgets that they were supposed to be there.|28|model|0.9999397|4|9|The {TECHNOLOGY_X} kind of forgets that they were supposed to be there|0.12610363137540329|0.004822244820741623|0.004757006641905221
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Without more information , it is hard to know how representative they are of the model ’ s typical output .|30|model|0.9999933|81|86|Without more information , it is hard to know how representative they are of the {TECHNOLOGY_X} ’ s typical output |0.09202291635603858|0.045493366778050964|0.003921573331751538
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Instead , OpenAI will today begin sharing the model with third-party safety testers for the first time .|33|model|0.996603|46|51|Instead , OpenAI will today begin sharing the {TECHNOLOGY_X} with third-party safety testers for the first time |0.1642263285970628|0.012512220050244958|0.017172019811067644
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|“ We ’ re being careful about deployment here and making sure we have all our bases covered before we put this in the hands of the general public , ” says Aditya Ramesh , a scientist at OpenAI , who created the firm ’ s text-to-image model DALL-E .|35|text-|0.98946965|220|225|“ We ’ re being careful about deployment here and making sure we have all our bases covered before we put this in the hands of the general public , ” says Aditya Ramesh , a scientist at OpenAI , who created the firm ’ s {TECHNOLOGY_X}to-image model DALL-E |0.12768584508842346|0.03832925693823454|0.00587004886129641
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|“ We ’ re being careful about deployment here and making sure we have all our bases covered before we put this in the hands of the general public , ” says Aditya Ramesh , a scientist at OpenAI , who created the firm ’ s text-to-image model DALL-E .|35|-image|0.99616516|227|233|“ We ’ re being careful about deployment here and making sure we have all our bases covered before we put this in the hands of the general public , ” says Aditya Ramesh , a scientist at OpenAI , who created the firm ’ s text-to{TECHNOLOGY_X} model DALL-E |0.18706348192518885|0.02209416164026387|0.00782887102733895
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|As well as safety testers , the company is also sharing the model with a select group of video makers and artists to get feedback on how to make Sora as useful as possible to creative professionals .|37|model|0.99898356|60|65|As well as safety testers , the company is also sharing the {TECHNOLOGY_X} with a select group of video makers and artists to get feedback on how to make Sora as useful as possible to creative professionals |0.17921557744747812|0.06054643583811553|0.008724592722332291
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|As well as safety testers , the company is also sharing the model with a select group of video makers and artists to get feedback on how to make Sora as useful as possible to creative professionals .|37|video makers|0.9999608|89|101|As well as safety testers , the company is also sharing the model with a select group of {TECHNOLOGY_X} and artists to get feedback on how to make Sora as useful as possible to creative professionals |0.1583038959246084|0.04234571378480279|0.008158651309021873
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|“ The other goal is to show everyone what is on the horizon , to give a preview of what these models will be capable of , ” says Ramesh .|38|models|0.9864032|94|100|“ The other goal is to show everyone what is on the horizon , to give a preview of what these {TECHNOLOGY_X} will be capable of , ” says Ramesh |0.19323743093611892|0.021314926131516664|0.007591045864273241
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|To build Sora , the team adapted the tech behind DALL-E 3 , the latest version of OpenAI ’ s flagship text-to-image model .|39|-image|0.83950436|109|115|To build Sora , the team adapted the tech behind DALL-E 3 , the latest version of OpenAI ’ s flagship text-to{TECHNOLOGY_X} model |0.15146675716879754|0.041659325536752036|0.02296772433186557
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Like most text-to-image models , DALL-E 3 uses what ’ s known as a diffusion model .|40|text-|0.9952453|10|15|Like most {TECHNOLOGY_X}to-image models , DALL-E 3 uses what ’ s known as a diffusion model |0.08310164303613435|0.051326662506324436|0.004879776717118194
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Like most text-to-image models , DALL-E 3 uses what ’ s known as a diffusion model .|40|-image models|0.8389393|17|30|Like most text-to{TECHNOLOGY_X} , DALL-E 3 uses what ’ s known as a diffusion model |0.11119303262680791|0.03417170139658505|0.009142834241795454
https://www.technologyreview.com/2024/02/15/1088401/openai-amazing-new-generative-ai-video-model-sora/|Unlike DALL-E or most other generative video models , Sora combines its diffusion model with a type of neural network called a transformer .|44|neural network|0.9999999|103|117|Unlike DALL-E or most other generative video models , Sora combines its diffusion model with a type of {TECHNOLOGY_X} called a transformer |0.09699781004475427|0.1262916139022476|0.003979900091307997
