article_url|sentence|sentence_index|span_text|span_score|span_start_char|span_end_char|sentence_masked|accessibility|content_gen|automation
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|From EV batteries to solar cells to microchips , new materials can supercharge technological breakthroughs .|0|EV batteries|0.99897265|5|17|From {TECHNOLOGY_X} to solar cells to microchips , new materials can supercharge technological breakthroughs |0.04989042505973659|0.014458412495764345|0.0037171707179841367
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|But discovering them usually takes months or even years of trial-and-error research .|1|trial-|0.97867566|59|65|But discovering them usually takes months or even years of {TECHNOLOGY_X}and-error research |0.03609056777074854|0.004495042009087046|0.002742448284450499
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Google DeepMind hopes to change that with a new tool that uses deep learning to dramatically speed up the process of discovering new materials .|2|deep learning|0.9991968|63|76|Google DeepMind hopes to change that with a new tool that uses {TECHNOLOGY_X} to dramatically speed up the process of discovering new materials |0.058444887560056794|0.03356861393876719|0.03726087916316304
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Called graphical networks for material exploration ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested .|3|GNoME|0.9989518|53|58|Called graphical networks for material exploration ( {TECHNOLOGY_X} ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested |0.040392901184373296|0.04101272862402131|0.006890427794093632
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Called graphical networks for material exploration ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested .|3|technology|0.9999839|67|77|Called graphical networks for material exploration ( GNoME ) , the {TECHNOLOGY_X} has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested |0.08539717426166352|0.04384407490716571|0.015090778982480218
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Called graphical networks for material exploration ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested .|3|graphical networks|0.822946|7|25|Called {TECHNOLOGY_X} for material exploration ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested |0.10282411069093188|0.019866117211649555|0.017154640648017364
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Called graphical networks for material exploration ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested .|3|material exploration|0.99998987|30|50|Called graphical networks for {TECHNOLOGY_X} ( GNoME ) , the technology has already been used to predict structures for 2.2 million new materials , of which more than 700 have gone on to be created in the lab and are now being tested |0.09365184140217252|0.03761166684507927|0.017039425111728426
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|The lab takes data from the materials database that includes some of GNoME ’ s discoveries and uses machine learning and robotic arms to engineer new materials without the help of humans .|6|machine learning|0.9999989|100|116|The lab takes data from the materials database that includes some of GNoME ’ s discoveries and uses {TECHNOLOGY_X} and robotic arms to engineer new materials without the help of humans |0.09878053248365669|0.019381330045732736|0.010291861641382025
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|Google DeepMind says that together , these advancements show the potential of using AI to scale up the discovery and development of new materials .|7|AI|0.9999989|84|86|Google DeepMind says that together , these advancements show the potential of using {TECHNOLOGY_X} to scale up the discovery and development of new materials |0.023153932208614694|0.027257425987287913|0.02909560970662905
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|The company has already used its protein-folding AI , AlphaFold , to generate structures for the human proteome , as well as yeast , fruit flies , mice , and more .|8|AI|0.88470834|49|51|The company has already used its protein-folding {TECHNOLOGY_X} , AlphaFold , to generate structures for the human proteome , as well as yeast , fruit flies , mice , and more |0.07484350681619849|0.0319724510378202|0.005271909960858263
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|The company has already used its protein-folding AI , AlphaFold , to generate structures for the human proteome , as well as yeast , fruit flies , mice , and more .|8|-folding AI|0.986891|40|51|The company has already used its protein{TECHNOLOGY_X} , AlphaFold , to generate structures for the human proteome , as well as yeast , fruit flies , mice , and more |0.06644225874173715|0.02813875117726364|0.005542588159556119
https://www.technologyreview.com/2023/11/29/1084061/deepmind-ai-tool-for-new-materials-discovery/|GNoME can be described as AlphaFold for materials discovery , according to Ju Li , a materials science and engineering professor at the Massachusetts Institute of Technology .|9|Technology|0.99969697|163|173|GNoME can be described as AlphaFold for materials discovery , according to Ju Li , a materials science and engineering professor at the Massachusetts Institute of {TECHNOLOGY_X} |0.12441211018289505|0.025956171198098787|0.004716278575352166
